10232,2008,45
2718,1580,11
6260,1854,16
0,0,0
12386,4079,116
13318,4163,123
14461,3666,60
11207,3363,64
2132,2572,0
13630,4157,117
13070,4092,120
9388,3787,82
15148,4236,137
12200,4044,113
5709,2908,19
3703,2741,0
12405,4005,117
16208,3763,90
7359,3061,4
5417,2884,11
6175,2982,3
2946,2660,0
11419,3369,71
6064,3491,63
8712,3784,71
7875,3110,19
8567,3783,66
7045,3644,74
4468,2799,0
2943,2685,0
8382,3721,71
6582,3586,63
9143,3788,72
4561,1976,8
5014,2650,0
5571,2654,2
3135,2443,0
3430,2505,0
5319,2693,0
3008,2439,0
3864,2536,4
5697,2668,7
5273,2647,0
8538,2883,35
8687,2944,4
9423,3012,7
8286,2889,2
4503,2547,18
10499,3093,1
12474,3142,77
6174,2757,0
15168,3513,46
10085,3164,2
4512,2596,10
8469,2894,0
12015,3212,0
3588,2516,0
12427,3266,0
5843,2683,2
6117,2810,0
9217,2940,3
9877,2947,66
8240,2846,9
8701,2804,5
0,0,0
1320,1934,0
1219,1963,0
2483,2009,0
244,1721,0
0,1688,0
0,1688,0
0,1688,0
3147,2188,0
144,1720,0
4068,2419,1
5245,2748,8
400,1799,3
0,1688,0
1321,1928,0
1758,2067,0
6157,2780,0
8360,3101,6
7174,2896,10
1619,1962,0
1831,2015,0
2421,2297,0
2283,2067,0
0,1688,0
0,1688,0
0,1688,0
0,1688,0
0,1688,0
0,57,0
15337,3566,108
21129,3793,68
13422,3934,106
29326,4547,94
15118,3545,58
11423,2761,29
18785,3676,82
19948,3679,73
19377,3659,82
18258,3427,61
11200,3891,102
16674,3455,64
12986,3802,113
11101,2860,22
23629,3808,93
14890,3060,58
9733,2698,18
27745,4398,124
10930,2786,36
4790,2189,0
10818,2817,19
18193,3477,66
14055,3052,67
21727,4015,96
12332,4142,105
10686,2847,17
20226,3710,73
10733,2832,18
21420,3832,88
8064,1849,23
11004,1819,33
17609,2154,89
12736,1944,56
13231,1932,39
12041,1886,28
10970,1820,30
12256,1889,33
12262,1868,47
11248,1843,40
10016,1850,15
14557,2030,43
14844,2083,36
11974,1861,27
10198,1755,17
12521,1895,46
12432,1883,32
10057,1755,44
10990,1811,26
224,50,0
1810,1373,0
815,1264,0
1985,1350,0
1905,1342,0
1552,1300,0
1675,1313,0
